hour,minu,location,count
040600,07,5,0
040600,07,6,0
040600,07,7,0
040600,07,8,0
040600,07,9,0
040600,07,10,0
040600,07,11,0
040600,07,12,0
040600,07,13,0
040600,07,14,0
040600,07,15,0
040600,07,16,0
040600,07,17,0
040600,07,18,0
040600,07,19,0
040600,08,1,0
040600,08,2,0
040600,08,3,0
040600,08,4,0
040600,08,5,0
040600,08,6,0
040600,08,7,0
040600,08,8,0
040600,08,9,0
040600,08,10,0
040600,08,11,0
040600,08,12,0
040600,08,13,0
040600,08,14,0
040600,08,15,0
040600,08,16,0
040600,08,17,0
040600,08,18,0
040600,08,19,0
040600,09,1,0
040600,09,2,0
040600,09,3,0
040600,09,4,0
040600,09,5,0
040600,09,6,0
040600,09,7,0
040600,09,8,0
040600,09,9,0
040600,09,10,0
040600,09,11,0
040600,09,12,0
040600,09,13,0
040600,09,14,0
040600,09,15,0
040600,09,16,0
040600,09,17,0
040600,09,18,0
040600,09,19,0
040600,10,1,0
040600,10,2,1
040600,10,3,1
040600,10,4,2
040600,10,5,1
040600,10,6,3
040600,10,7,0
040600,10,8,0
040600,10,9,0
040600,10,10,0
040600,10,11,0
040600,10,12,1
040600,10,13,0
040600,10,14,0
040600,10,15,0
040600,10,16,0
040600,10,17,0
040600,10,18,1
040600,10,19,1
040600,11,1,0
040600,11,2,0
040600,11,3,0
040600,11,4,0
040600,11,5,0
040600,11,6,0
040600,11,7,0
040600,11,8,0
040600,11,9,0
040600,11,10,0
040600,11,11,0
040600,11,12,0
040600,11,13,0
040600,11,14,0
040600,11,15,0
040600,11,16,0
040600,11,17,0
040600,11,18,0
040600,11,19,0
040600,12,1,0
040600,12,2,0
040600,12,3,0
040600,12,4,0
040600,12,5,0
040600,12,6,0
040600,12,7,0
040600,12,8,0
040600,12,9,0
040600,12,10,0
040600,12,11,0
040600,12,12,0
040600,12,13,0
040600,12,14,0
040600,12,15,0
040600,12,16,0
040600,12,17,0
040600,12,18,0
040600,12,19,0
040600,13,1,0
040600,13,2,0
040600,13,3,0
040600,13,4,0
040600,13,5,0
040600,13,6,0
040600,13,7,0
040600,13,8,0
040600,13,9,0
040600,13,10,0
040600,13,11,0
040600,13,12,0
040600,13,13,0
040600,13,14,0
040600,13,15,0
040600,13,16,0
040600,13,17,0
040600,13,18,0
040600,13,19,0
040600,14,1,0
040600,14,2,0
040600,14,3,0
040600,14,4,0
040600,14,5,0
040600,14,6,0
040600,14,7,0
040600,14,8,0
040600,14,9,0
040600,14,10,0
040600,14,11,0
040600,14,12,0
040600,14,13,0
040600,14,14,0
040600,14,15,0
040600,14,16,0
040600,14,17,0
040600,14,18,0
040600,14,19,0
040600,15,1,0
040600,15,2,0
040600,15,3,1
040600,15,4,0
040600,15,5,0
040600,15,6,1
040600,15,7,0
040600,15,8,4
040600,15,9,0
040600,15,10,0
040600,15,11,0
040600,15,12,1
040600,15,13,0
040600,15,14,0
040600,15,15,0
040600,15,16,0
040600,15,17,0
040600,15,18,0
040600,15,19,0
040600,16,1,0
040600,16,2,0
040600,16,3,0
040600,16,4,0
040600,16,5,0
040600,16,6,0
040600,16,7,0
040600,16,8,0
040600,16,9,0
040600,16,10,0
040600,16,11,0
040600,16,12,0
040600,16,13,0
040600,16,14,0
040600,16,15,0
040600,16,16,0
040600,16,17,0
040600,16,18,0
040600,16,19,0
040600,17,1,0
040600,17,2,0
040600,17,3,0
040600,17,4,0
040600,17,5,0
040600,17,6,0
040600,17,7,0
040600,17,8,0
040600,17,9,0
040600,17,10,0
040600,17,11,0
040600,17,12,0
040600,17,13,0
040600,17,14,0
040600,17,15,0
040600,17,16,0
040600,17,17,0
040600,17,18,0
040600,17,19,0
040600,18,1,0
040600,18,2,0
040600,18,3,0
040600,18,4,0
040600,18,5,0
040600,18,6,0
040600,18,7,0
040600,18,8,0
040600,18,9,0
040600,18,10,0
040600,18,11,0
040600,18,12,0
040600,18,13,0
040600,18,14,0
040600,18,15,0
040600,18,16,0
040600,18,17,0
040600,18,18,0
040600,18,19,0
040600,19,1,0
040600,19,2,0
040600,19,3,0
040600,19,4,0
040600,19,5,0
040600,19,6,0
040600,19,7,0
040600,19,8,0
040600,19,9,0
040600,19,10,0
040600,19,11,0
040600,19,12,0
040600,19,13,0
040600,19,14,0
040600,19,15,0
040600,19,16,0
040600,19,17,0
040600,19,18,0
040600,19,19,0
040600,20,1,0
040600,20,2,0
040600,20,3,1
040600,20,4,0
040600,20,5,0
040600,20,6,1
040600,20,7,0
040600,20,8,0
040600,20,9,0
040600,20,10,0
040600,20,11,0
040600,20,12,0
040600,20,13,0
040600,20,14,0
040600,20,15,1
040600,20,16,1
040600,20,17,0
040600,20,18,0
040600,20,19,0
040600,21,1,0
040600,21,2,0
040600,21,3,0
040600,21,4,0
040600,21,5,0
040600,21,6,0
040600,21,7,0
040600,21,8,0
040600,21,9,0
040600,21,10,0
040600,21,11,0
040600,21,12,0
040600,21,13,0
040600,21,14,0
040600,21,15,0
040600,21,16,0
040600,21,17,0
040600,21,18,0
040600,21,19,0
040600,22,1,0
040600,22,2,0
040600,22,3,0
040600,22,4,0
040600,22,5,0
040600,22,6,0
040600,22,7,0
040600,22,8,0
040600,22,9,0
040600,22,10,0
040600,22,11,0
040600,22,12,0
040600,22,13,0
040600,22,14,0
040600,22,15,0
040600,22,16,0
040600,22,17,0
040600,22,18,0
040600,22,19,0
040600,23,1,0
040600,23,2,0
040600,23,3,0
040600,23,4,0
040600,23,5,0
040600,23,6,0
040600,23,7,0
040600,23,8,0
040600,23,9,0
040600,23,10,0
040600,23,11,0
040600,23,12,0
040600,23,13,0
040600,23,14,0
040600,23,15,0
040600,23,16,0
040600,23,17,0
040600,23,18,0
040600,23,19,0
040600,24,1,0
040600,24,2,0
040600,24,3,0
040600,24,4,0
040600,24,5,0
040600,24,6,0
040600,24,7,0
040600,24,8,0
040600,24,9,0
040600,24,10,0
040600,24,11,0
040600,24,12,0
040600,24,13,0
040600,24,14,0
040600,24,15,0
040600,24,16,0
040600,24,17,0
040600,24,18,0
040600,24,19,0
040600,25,1,0
040600,25,2,0
040600,25,3,2
040600,25,4,0
040600,25,5,0
040600,25,6,1
040600,25,7,0
040600,25,8,2
040600,25,9,0
040600,25,10,0
040600,25,11,0
040600,25,12,0
040600,25,13,0
040600,25,14,0
040600,25,15,2
040600,25,16,0
040600,25,17,1
040600,25,18,0
040600,25,19,0
040600,26,1,0
040600,26,2,0
040600,26,3,0
040600,26,4,0
040600,26,5,0
040600,26,6,0
040600,26,7,0
040600,26,8,0
040600,26,9,0
040600,26,10,0
040600,26,11,0
040600,26,12,0
040600,26,13,0
040600,26,14,0
040600,26,15,0
040600,26,16,0
040600,26,17,0
040600,26,18,0
040600,26,19,0
040600,27,1,0
040600,27,2,0
040600,27,3,0
040600,27,4,0
040600,27,5,0
040600,27,6,0
040600,27,7,0
040600,27,8,0
040600,27,9,0
040600,27,10,0
040600,27,11,0
040600,27,12,0
040600,27,13,0
040600,27,14,0
040600,27,15,0
040600,27,16,0
040600,27,17,0
040600,27,18,0
040600,27,19,0
040600,28,1,0
040600,28,2,0
040600,28,3,0
040600,28,4,0
040600,28,5,0
040600,28,6,0
040600,28,7,0
040600,28,8,0
040600,28,9,0
040600,28,10,0
040600,28,11,0
040600,28,12,0
040600,28,13,0
040600,28,14,0
040600,28,15,0
040600,28,16,0
040600,28,17,0
040600,28,18,0
040600,28,19,0
040600,29,1,0
040600,29,2,0
040600,29,3,0
040600,29,4,0
040600,29,5,0
040600,29,6,0
040600,29,7,0
040600,29,8,0
040600,29,9,0
040600,29,10,0
040600,29,11,0
040600,29,12,0
040600,29,13,0
040600,29,14,0
040600,29,15,0
040600,29,16,0
040600,29,17,0
040600,29,18,0
040600,29,19,0
040600,30,1,0
040600,30,2,0
040600,30,3,0
040600,30,4,1
040600,30,5,0
040600,30,6,0
040600,30,7,0
040600,30,8,0
040600,30,9,0
040600,30,10,0
040600,30,11,0
040600,30,12,0
040600,30,13,0
040600,30,14,0
040600,30,15,0
040600,30,16,0
040600,30,17,0
040600,30,18,1
040600,30,19,1
040600,31,1,0
040600,31,2,0
040600,31,3,0
040600,31,4,0
040600,31,5,0
040600,31,6,0
040600,31,7,0
040600,31,8,0
040600,31,9,0
040600,31,10,0
040600,31,11,0
040600,31,12,0
040600,31,13,0
040600,31,14,0
040600,31,15,0
040600,31,16,0
040600,31,17,0
040600,31,18,0
040600,31,19,0
040600,32,1,0
040600,32,2,0
040600,32,3,0
040600,32,4,0
040600,32,5,0
040600,32,6,0
040600,32,7,0
040600,32,8,0
040600,32,9,0
040600,32,10,0
040600,32,11,0
040600,32,12,0
040600,32,13,0
040600,32,14,0
040600,32,15,0
040600,32,16,0
040600,32,17,0
040600,32,18,0
040600,32,19,0
040600,33,1,0
040600,33,2,0
040600,33,3,0
040600,33,4,0
040600,33,5,0
040600,33,6,0
040600,33,7,0
040600,33,8,0
040600,33,9,0
040600,33,10,0
040600,33,11,0
040600,33,12,0
040600,33,13,0
040600,33,14,0
040600,33,15,0
040600,33,16,0
040600,33,17,0
040600,33,18,0
040600,33,19,0
040600,34,1,0
040600,34,2,0
040600,34,3,0
040600,34,4,0
040600,34,5,0
040600,34,6,0
040600,34,7,0
040600,34,8,0
040600,34,9,0
040600,34,10,0
040600,34,11,0
040600,34,12,0
040600,34,13,0
040600,34,14,0
040600,34,15,0
040600,34,16,0
040600,34,17,0
040600,34,18,0
040600,34,19,0
040600,35,1,1
040600,35,2,2
040600,35,3,2
040600,35,4,0
040600,35,5,0
040600,35,6,0
040600,35,7,0
040600,35,8,0
040600,35,9,1
040600,35,10,0
040600,35,11,0
040600,35,12,0
040600,35,13,0
040600,35,14,0
040600,35,15,0
040600,35,16,0
040600,35,17,1
040600,35,18,0
040600,35,19,0
040600,36,1,0
040600,36,2,0
040600,36,3,0
040600,36,4,0
040600,36,5,0
040600,36,6,0
040600,36,7,0
040600,36,8,0
040600,36,9,0
040600,36,10,0
040600,36,11,0
040600,36,12,0
040600,36,13,0
040600,36,14,0
040600,36,15,0
040600,36,16,0
040600,36,17,0
040600,36,18,0
040600,36,19,0
040600,37,1,0
040600,37,2,0
040600,37,3,0
040600,37,4,0
040600,37,5,0
040600,37,6,0
040600,37,7,0
040600,37,8,0
040600,37,9,0
040600,37,10,0
040600,37,11,0
040600,37,12,0
040600,37,13,0
040600,37,14,0
040600,37,15,0
040600,37,16,0
040600,37,17,0
040600,37,18,0
040600,37,19,0
040600,38,1,0
040600,38,2,0
040600,38,3,0
040600,38,4,0
040600,38,5,0
040600,38,6,0
040600,38,7,0
040600,38,8,0
040600,38,9,0
040600,38,10,0
040600,38,11,0
040600,38,12,0
040600,38,13,0
040600,38,14,0
040600,38,15,0
040600,38,16,0
040600,38,17,0
040600,38,18,0
040600,38,19,0
040600,39,1,0
040600,39,2,0
040600,39,3,0
040600,39,4,0
040600,39,5,0
040600,39,6,0
040600,39,7,0
040600,39,8,0
040600,39,9,0
040600,39,10,0
040600,39,11,0
040600,39,12,0
040600,39,13,0
040600,39,14,0
040600,39,15,0
040600,39,16,0
040600,39,17,0
040600,39,18,0
040600,39,19,0
040600,40,1,0
040600,40,2,2
040600,40,3,2
040600,40,4,0
040600,40,5,2
040600,40,6,2
040600,40,7,0
040600,40,8,0
040600,40,9,0
040600,40,10,0
040600,40,11,0
040600,40,12,0
040600,40,13,0
040600,40,14,0
040600,40,15,0
040600,40,16,0
040600,40,17,0
040600,40,18,0
040600,40,19,1
040600,41,1,0
040600,41,2,0
040600,41,3,0
040600,41,4,0
040600,41,5,0
040600,41,6,0
040600,41,7,0
040600,41,8,0
040600,41,9,0
040600,41,10,0
040600,41,11,0
040600,41,12,0
040600,41,13,0
040600,41,14,0
040600,41,15,0
040600,41,16,0
040600,41,17,0
040600,41,18,0
040600,41,19,0
040600,42,1,0
040600,42,2,0
040600,42,3,0
040600,42,4,0
040600,42,5,0
040600,42,6,0
040600,42,7,0
040600,42,8,0
040600,42,9,0
040600,42,10,0
040600,42,11,0
040600,42,12,0
040600,42,13,0
040600,42,14,0
040600,42,15,0
040600,42,16,0
040600,42,17,0
040600,42,18,0
040600,42,19,0
040600,43,1,0
040600,43,2,0
040600,43,3,0
040600,43,4,0
040600,43,5,0
040600,43,6,0
040600,43,7,0
040600,43,8,0
040600,43,9,0
040600,43,10,0
040600,43,11,0
040600,43,12,0
040600,43,13,0
040600,43,14,0
040600,43,15,0
040600,43,16,0
040600,43,17,0
040600,43,18,0
040600,43,19,0
040600,44,1,0
040600,44,2,0
040600,44,3,0
040600,44,4,0
040600,44,5,0
040600,44,6,0
040600,44,7,0
040600,44,8,0
040600,44,9,0
040600,44,10,0
040600,44,11,0
040600,44,12,0
040600,44,13,0
040600,44,14,0
040600,44,15,0
040600,44,16,0
040600,44,17,0
040600,44,18,0
040600,44,19,0
040600,45,1,0
040600,45,2,2
040600,45,3,0
040600,45,4,0
040600,45,5,0
040600,45,6,1
040600,45,7,0
040600,45,8,1
040600,45,9,1
040600,45,10,0
040600,45,11,0
040600,45,12,0
040600,45,13,0
040600,45,14,0
040600,45,15,0
040600,45,16,0
040600,45,17,0
040600,45,18,0
040600,45,19,0
040600,46,1,0
040600,46,2,0
040600,46,3,0
040600,46,4,0
040600,46,5,0
040600,46,6,0
040600,46,7,0
040600,46,8,0
040600,46,9,0
040600,46,10,0
040600,46,11,0
040600,46,12,0
040600,46,13,0
040600,46,14,0
040600,46,15,0
040600,46,16,0
040600,46,17,0
040600,46,18,0
040600,46,19,0
040600,47,1,0
040600,47,2,0
040600,47,3,0
040600,47,4,0
040600,47,5,0
040600,47,6,0
040600,47,7,0
040600,47,8,0
040600,47,9,0
040600,47,10,0
040600,47,11,0
040600,47,12,0
040600,47,13,0
040600,47,14,0
040600,47,15,0
040600,47,16,0
040600,47,17,0
040600,47,18,0
040600,47,19,0
040600,48,1,0
040600,48,2,0
040600,48,3,0
040600,48,4,0
040600,48,5,0
040600,48,6,0
040600,48,7,0
040600,48,8,0
040600,48,9,0
040600,48,10,0
040600,48,11,0
040600,48,12,0
040600,48,13,0
040600,48,14,0
040600,48,15,0
040600,48,16,0
040600,48,17,0
040600,48,18,0
040600,48,19,0
040600,49,1,0
040600,49,2,0
040600,49,3,0
040600,49,4,0
040600,49,5,0
040600,49,6,0
040600,49,7,0
040600,49,8,0
040600,49,9,0
040600,49,10,0
040600,49,11,0
040600,49,12,0
040600,49,13,0
040600,49,14,0
040600,49,15,0
040600,49,16,0
040600,49,17,0
040600,49,18,0
040600,49,19,0
040600,50,1,0
040600,50,2,1
040600,50,3,1
040600,50,4,0
040600,50,5,1
040600,50,6,0
040600,50,7,0
040600,50,8,0
040600,50,9,1
040600,50,10,0
040600,50,11,0
040600,50,12,0
040600,50,13,0
040600,50,14,2
040600,50,15,1
040600,50,16,0
040600,50,17,0
040600,50,18,0
040600,50,19,1
040600,51,1,0
040600,51,2,0
040600,51,3,0
040600,51,4,0
040600,51,5,0
040600,51,6,0
040600,51,7,0
040600,51,8,0
040600,51,9,0
040600,51,10,0
040600,51,11,0
040600,51,12,0
040600,51,13,0
040600,51,14,0
040600,51,15,0
040600,51,16,0
040600,51,17,0
040600,51,18,0
040600,51,19,0
040600,52,1,0
040600,52,2,0
040600,52,3,0
040600,52,4,0
040600,52,5,0
040600,52,6,0
040600,52,7,0
040600,52,8,0
040600,52,9,0
040600,52,10,0
040600,52,11,0
040600,52,12,0
040600,52,13,0
040600,52,14,0
040600,52,15,0
040600,52,16,0
040600,52,17,0
040600,52,18,0
040600,52,19,0
040600,53,1,0
040600,53,2,0
040600,53,3,0
040600,53,4,0
040600,53,5,0
040600,53,6,0
040600,53,7,0
040600,53,8,0
040600,53,9,0
040600,53,10,0
040600,53,11,0
040600,53,12,0
040600,53,13,0
040600,53,14,0
040600,53,15,0
040600,53,16,0
040600,53,17,0
040600,53,18,0
040600,53,19,0
040600,54,1,0
040600,54,2,0
040600,54,3,0
040600,54,4,0
040600,54,5,0
040600,54,6,0
040600,54,7,0
040600,54,8,0
040600,54,9,0
040600,54,10,0
040600,54,11,0
040600,54,12,0
040600,54,13,0
040600,54,14,0
040600,54,15,0
040600,54,16,0
040600,54,17,0
040600,54,18,0
040600,54,19,0
040600,55,1,0
040600,55,2,1
040600,55,3,0
040600,55,4,1
040600,55,5,0
040600,55,6,1
040600,55,7,0
040600,55,8,0
040600,55,9,0
040600,55,10,0
040600,55,11,0
040600,55,12,0
040600,55,13,0
040600,55,14,1
040600,55,15,4
040600,55,16,0
040600,55,17,0
040600,55,18,0
040600,55,19,1
040600,56,1,0
040600,56,2,0
040600,56,3,0
040600,56,4,0
040600,56,5,0
040600,56,6,0
040600,56,7,0
040600,56,8,0
040600,56,9,0
040600,56,10,0
040600,56,11,0
040600,56,12,0
040600,56,13,0
040600,56,14,0
040600,56,15,0
040600,56,16,0
040600,56,17,0
040600,56,18,0
040600,56,19,0
040600,57,1,0
040600,57,2,0
040600,57,3,0
040600,57,4,0
040600,57,5,0
040600,57,6,0
040600,57,7,0
040600,57,8,0
040600,57,9,0
040600,57,10,0
040600,57,11,0
040600,57,12,0
040600,57,13,0
040600,57,14,0
040600,57,15,0
040600,57,16,0
040600,57,17,0
040600,57,18,0
040600,57,19,0
040600,58,1,0
040600,58,2,0
040600,58,3,0
040600,58,4,0
040600,58,5,0
040600,58,6,0
040600,58,7,0
040600,58,8,0
040600,58,9,0
040600,58,10,0
040600,58,11,0
040600,58,12,0
040600,58,13,0
040600,58,14,0
040600,58,15,0
040600,58,16,0
040600,58,17,0
040600,58,18,0
040600,58,19,0
040600,59,1,0
040600,59,2,0
040600,59,3,0
040600,59,4,0
040600,59,5,0
040600,59,6,0
040600,59,7,0
040600,59,8,0
040600,59,9,0
040600,59,10,0
040600,59,11,0
040600,59,12,0
040600,59,13,0
040600,59,14,0
040600,59,15,0
040600,59,16,0
040600,59,17,0
040600,59,18,0
040600,59,19,0
040601,00,1,0
040601,00,2,0
040601,00,3,1
040601,00,4,0
040601,00,5,0
040601,00,6,2
040601,00,7,0
040601,00,8,0
040601,00,9,2
040601,00,10,0
040601,00,11,0
040601,00,12,1
040601,00,13,0
040601,00,14,2
040601,00,15,1
040601,00,16,0
040601,00,17,0
040601,00,18,0
040601,00,19,0
040601,01,1,0
040601,01,2,0
040601,01,3,0
040601,01,4,0
040601,01,5,0
040601,01,6,0
040601,01,7,0
040601,01,8,0
040601,01,9,0
040601,01,10,0
040601,01,11,0
040601,01,12,0
040601,01,13,0
040601,01,14,0
040601,01,15,0
040601,01,16,0
040601,01,17,0
040601,01,18,0
040601,01,19,0
040601,02,1,0
040601,02,2,0
040601,02,3,0
040601,02,4,0
040601,02,5,0
040601,02,6,0
040601,02,7,0
040601,02,8,0
040601,02,9,0
040601,02,10,0
040601,02,11,0
040601,02,12,0
040601,02,13,0
040601,02,14,0
040601,02,15,0
040601,02,16,0
040601,02,17,0
040601,02,18,0
040601,02,19,0
040601,03,1,0
040601,03,2,0
040601,03,3,0
040601,03,4,0
040601,03,5,0
040601,03,6,0
040601,03,7,0
040601,03,8,0
040601,03,9,0
040601,03,10,0
040601,03,11,0
040601,03,12,0
040601,03,13,0
040601,03,14,0
040601,03,15,0
040601,03,16,0
040601,03,17,0
040601,03,18,0
040601,03,19,0
040601,04,1,0
040601,04,2,0
040601,04,3,0
040601,04,4,0
040601,04,5,0
040601,04,6,0
040601,04,7,0
040601,04,8,0
040601,04,9,0
040601,04,10,0
040601,04,11,0
040601,04,12,0
040601,04,13,0
040601,04,14,0
040601,04,15,0
040601,04,16,0
040601,04,17,0
040601,04,18,0
040601,04,19,0
040601,05,1,0
040601,05,2,2
040601,05,3,0
040601,05,4,0
040601,05,5,0
040601,05,6,1
040601,05,7,0
040601,05,8,0
040601,05,9,1
040601,05,10,0
040601,05,11,1
040601,05,12,1
040601,05,13,0
040601,05,14,0
040601,05,15,1
040601,05,16,0
040601,05,17,0
040601,05,18,0
040601,05,19,0
040601,06,1,0
040601,06,2,0
040601,06,3,0
040601,06,4,0
040601,06,5,0
040601,06,6,0
040601,06,7,0
040601,06,8,0
040601,06,9,0
040601,06,10,0
040601,06,11,0
040601,06,12,0
040601,06,13,0
040601,06,14,0
040601,06,15,0
040601,06,16,0
040601,06,17,0
040601,06,18,0
040601,06,19,0
040601,07,1,0
040601,07,2,0
040601,07,3,0
040601,07,4,0
040601,07,5,0
040601,07,6,0
040601,07,7,0
040601,07,8,0
040601,07,9,0
040601,07,10,0
040601,07,11,0
040601,07,12,0
040601,07,13,0
040601,07,14,0
040601,07,15,0
040601,07,16,0
040601,07,17,0
040601,07,18,0
040601,07,19,0
040601,08,1,0
040601,08,2,0
040601,08,3,0
040601,08,4,0
040601,08,5,0
040601,08,6,0
040601,08,7,0
040601,08,8,0
040601,08,9,0
040601,08,10,0
040601,08,11,0
040601,08,12,0
040601,08,13,0
040601,08,14,0
040601,08,15,0
040601,08,16,0
040601,08,17,0
040601,08,18,0
040601,08,19,0
040601,09,1,0
040601,09,2,0
040601,09,3,0
040601,09,4,0
040601,09,5,0
040601,09,6,0
040601,09,7,0
040601,09,8,0
040601,09,9,0
040601,09,10,0
040601,09,11,0
040601,09,12,0
040601,09,13,0
040601,09,14,0
040601,09,15,0
040601,09,16,0
040601,09,17,0
040601,09,18,0
040601,09,19,0
040601,10,1,0
040601,10,2,0
040601,10,3,2
040601,10,4,0
040601,10,5,0
040601,10,6,2
040601,10,7,0
040601,10,8,1
040601,10,9,1
040601,10,10,0
040601,10,11,0
040601,10,12,0
040601,10,13,1
040601,10,14,0
040601,10,15,0
040601,10,16,2
040601,10,17,0
040601,10,18,0
040601,10,19,0
040601,11,1,0
040601,11,2,0
040601,11,3,0
040601,11,4,0
040601,11,5,0
040601,11,6,0
040601,11,7,0
040601,11,8,0
040601,11,9,0
040601,11,10,0
040601,11,11,0
040601,11,12,0
040601,11,13,0
040601,11,14,0
040601,11,15,0
040601,11,16,0
040601,11,17,0
040601,11,18,0
040601,11,19,0
040601,12,1,0
040601,12,2,0
040601,12,3,0
040601,12,4,0
040601,12,5,0
040601,12,6,0
040601,12,7,0
040601,12,8,0
040601,12,9,0
040601,12,10,0
040601,12,11,0
040601,12,12,0
040601,12,13,0
040601,12,14,0
040601,12,15,0
040601,12,16,0
040601,12,17,0
040601,12,18,0
040601,12,19,0
040601,13,1,0
040601,13,2,0
040601,13,3,0
040601,13,4,0
040601,13,5,0
040601,13,6,0
040601,13,7,0
040601,13,8,0
040601,13,9,0
040601,13,10,0
040601,13,11,0
040601,13,12,0
040601,13,13,0
040601,13,14,0
040601,13,15,0
040601,13,16,0
040601,13,17,0
040601,13,18,0
040601,13,19,0
040601,14,1,0
040601,14,2,0
040601,14,3,0
040601,14,4,0
040601,14,5,0
040601,14,6,0
040601,14,7,0
040601,14,8,0
040601,14,9,0
040601,14,10,0
040601,14,11,0
040601,14,12,0
040601,14,13,0
040601,14,14,0
040601,14,15,0
040601,14,16,0
040601,14,17,0
040601,14,18,0
040601,14,19,0
040601,15,1,0
040601,15,2,1
040601,15,3,1
040601,15,4,0
040601,15,5,0
040601,15,6,3
040601,15,7,0
040601,15,8,4
040601,15,9,1
040601,15,10,0
040601,15,11,0
040601,15,12,0
040601,15,13,2
040601,15,14,1
040601,15,15,0
040601,15,16,0
040601,15,17,0
040601,15,18,1
040601,15,19,0
040601,16,1,0
040601,16,2,0
040601,16,3,0
040601,16,4,0
040601,16,5,0
040601,16,6,0
040601,16,7,0
040601,16,8,0
040601,16,9,0
040601,16,10,0
040601,16,11,0
040601,16,12,0
040601,16,13,0
040601,16,14,0
040601,16,15,0
040601,16,16,0
040601,16,17,0
040601,16,18,0
040601,16,19,0
040601,17,1,0
040601,17,2,0
040601,17,3,0
040601,17,4,0
040601,17,5,0
040601,17,6,0
040601,17,7,0
040601,17,8,0
040601,17,9,0
040601,17,10,0
040601,17,11,0
040601,17,12,0
040601,17,13,0
040601,17,14,0
040601,17,15,0
040601,17,16,0
040601,17,17,0
040601,17,18,0
040601,17,19,0
040601,18,1,0
040601,18,2,0
040601,18,3,0
040601,18,4,0
040601,18,5,0
040601,18,6,0
040601,18,7,0
040601,18,8,0
040601,18,9,0
040601,18,10,0
040601,18,11,0
040601,18,12,0
040601,18,13,0
040601,18,14,0
040601,18,15,0
040601,18,16,0
040601,18,17,0
040601,18,18,0
040601,18,19,0
040601,19,1,0
040601,19,2,0
040601,19,3,0
040601,19,4,0
040601,19,5,0
040601,19,6,0
040601,19,7,0
040601,19,8,0
040601,19,9,0
040601,19,10,0
040601,19,11,0
040601,19,12,0
040601,19,13,0
040601,19,14,0
040601,19,15,0
040601,19,16,0
040601,19,17,0
040601,19,18,0
040601,19,19,0
040601,20,1,1
040601,20,2,1
040601,20,3,1
040601,20,4,0
040601,20,5,0
040601,20,6,0
040601,20,7,0
040601,20,8,0
040601,20,9,1
040601,20,10,0
040601,20,11,1
040601,20,12,0
040601,20,13,0
040601,20,14,0
040601,20,15,1
040601,20,16,0
040601,20,17,0
040601,20,18,0
040601,20,19,0
040601,21,1,0
040601,21,2,0
040601,21,3,0
040601,21,4,0
040601,21,5,0
040601,21,6,0
040601,21,7,0
040601,21,8,0
040601,21,9,0
040601,21,10,0
040601,21,11,0
040601,21,12,0
040601,21,13,0
040601,21,14,0
